81	81	81	81	82	82	81	80	80	81	80	81	81	80	80	80	80	81	81	80	80	80	81	80	81	81	83	81	82	84	81	7e	7d	7d	80	82	81	81	81	82	81	80	80	81	81	81	81	80	81	81	80	7f	80	80	81	81	81	81	80	81	81	81	7f	81	81	81	80	7f	81	82	80	80	81	7f	80	80	80	80	82	81	80	7f	81	81	80	81	81	7f	81	81	80	80	81	81	81	80	7f	81	82	81	80	81	81	80	80	81	80	80	80	80	81	81	80	80	81	80	80	80	80	80	80	80	81	82	81	80	80	81	82	80	7f	7f	80	81	81	80	80	80	81	81	80	7f	81	81	80	80	80	80	80	81	82	82	80	81	80	81	81	81	80	7e	7e	7f	80	81	81	81	80	81	82	82	81	80	7f	7f	80	80	80	81	81	81	81	80	80	80	81	81	81	80	80	81	81	80	80	81	81	80	80	82	82	7d	7c	7e	82	84	83	81	82	82	85	87	83	7a	77	7b	7f	81	82	81	81	81	81	7f	80	80	81	82	80	80	80	80	7f	80	80	80	80	81	80	80	80	7f	80	81	82	80	80	81	81	81	7f	7f	7c	7d	84	8d	88	83	
81	81	81	81	81	81	80	7f	81	81	81	80	81	80	80	80	80	80	80	80	80	80	81	80	81	81	82	82	81	83	81	7e	7d	7d	7f	81	80	81	80	81	80	81	81	82	81	81	81	81	81	81	80	80	80	80	80	80	80	81	80	80	81	80	7f	81	81	80	7f	7f	81	82	80	80	80	7f	80	80	80	80	81	82	7f	7f	81	81	80	81	81	7f	80	80	80	80	82	81	81	80	80	81	81	81	80	81	80	80	80	81	80	80	7f	80	81	81	80	80	81	80	80	80	7f	80	80	80	81	81	80	80	7f	81	83	80	7f	7f	81	81	81	80	80	80	82	82	80	80	80	81	80	80	80	80	80	81	81	81	80	80	80	81	81	80	80	7e	7e	80	81	82	82	81	81	81	82	82	81	80	7f	7f	80	80	80	81	80	81	80	81	80	80	81	81	81	80	80	81	81	80	80	81	81	80	80	81	81	7e	7c	7f	83	85	83	81	82	82	85	85	83	7a	76	7a	7e	81	81	81	81	82	80	80	80	81	81	82	80	80	80	80	80	80	80	80	80	80	80	80	7f	7f	80	81	81	80	80	81	81	80	7f	7f	7c	7e	87	90	8b	85	
81	81	80	80	81	81	80	7f	80	80	80	80	80	7f	80	80	7f	7e	80	80	80	80	81	81	80	81	82	82	82	81	81	7f	7d	7d	7f	80	80	81	80	81	81	80	80	80	81	80	81	81	81	80	80	80	7f	80	80	81	80	81	80	80	80	80	80	80	81	80	7f	80	80	81	80	80	80	80	80	80	7f	80	81	80	7f	80	81	81	81	81	81	81	80	80	7f	7f	80	81	80	80	81	80	80	80	81	80	80	81	81	81	80	80	80	80	80	80	80	80	81	80	80	7f	80	80	81	81	81	80	80	7f	7f	80	82	80	80	7f	80	80	80	81	80	81	81	80	7f	7f	80	81	81	81	80	80	80	81	81	80	7f	80	80	80	81	80	7f	7e	7e	80	82	83	82	82	81	81	80	81	81	80	80	7f	7f	80	7f	80	80	7f	80	80	81	80	80	80	80	80	80	81	80	7f	80	81	81	80	81	81	80	7e	7c	7f	83	85	84	81	81	82	83	86	85	7c	75	77	7e	80	81	81	81	81	81	81	80	81	81	82	80	80	80	80	80	81	80	81	80	80	80	81	80	7f	80	80	81	81	80	81	81	7f	7f	7f	80	82	89	8d	87	80	
80	80	81	81	80	81	80	7f	7f	7f	80	7f	80	80	80	80	7f	7e	80	80	81	80	81	81	81	82	82	82	81	80	80	80	7d	7d	7f	80	80	81	81	81	81	7f	7f	80	80	7f	80	80	7f	80	7f	80	7f	80	80	80	81	80	81	81	80	80	80	80	81	81	7f	7f	80	81	80	80	80	80	80	81	80	80	80	80	80	80	81	81	81	81	81	80	80	80	80	80	80	81	81	80	80	80	7f	80	80	80	80	80	81	80	81	80	80	81	80	80	80	80	81	81	80	7f	80	80	81	82	80	80	80	7f	80	80	81	80	80	7f	80	7f	80	81	80	7f	80	80	7f	7f	80	80	81	81	80	80	80	80	80	81	7f	80	80	80	81	80	7f	7e	7d	7f	81	82	81	82	81	80	81	82	81	81	80	7f	7f	7f	80	7f	7f	7f	7f	80	80	80	80	80	80	80	81	81	80	7f	80	80	80	81	81	81	80	7f	7c	7c	80	84	84	82	82	82	83	85	88	82	79	75	7c	7f	80	81	81	80	80	80	80	81	80	80	81	80	80	80	81	81	81	81	80	80	80	81	81	80	80	80	81	80	80	81	80	80	80	83	85	86	84	7f	78	73	
80	80	80	80	80	82	81	81	80	80	80	80	80	80	80	7f	7f	7f	80	81	81	80	81	81	81	82	83	81	81	81	80	80	7d	7d	7e	7f	80	80	81	81	80	7f	80	80	80	80	80	80	7f	80	80	81	80	80	80	81	80	81	81	80	80	81	81	80	81	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	81	81	81	81	81	80	80	81	81	80	80	81	81	80	81	80	7f	80	80	80	80	7f	80	80	80	80	80	7f	7f	7f	80	81	81	81	80	7f	7f	7f	7f	81	80	7f	80	7f	7f	80	81	81	81	7f	80	7f	80	80	80	80	80	80	7f	7f	80	80	80	80	80	80	80	80	80	81	80	80	7f	80	80	80	80	80	7e	7e	7f	80	81	81	81	80	80	81	82	81	80	80	7f	7f	80	80	80	80	7f	7f	80	80	80	81	80	7f	80	82	81	80	80	81	81	80	80	80	80	80	7e	7b	7c	82	84	83	83	82	81	84	88	87	7e	77	79	7e	80	80	81	80	80	80	80	81	80	81	81	80	7f	7f	81	81	81	80	80	80	80	81	81	81	80	81	81	80	80	7f	80	82	83	86	87	83	7c	75	73	73	
80	80	80	7f	80	81	81	81	81	81	80	80	80	80	80	80	7f	7f	80	81	81	80	81	81	82	82	83	81	80	81	81	7f	7d	7e	7e	7f	80	80	81	80	80	80	81	80	81	80	7f	80	7f	80	7f	80	80	80	80	81	80	80	81	80	80	80	80	80	80	81	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	81	82	80	80	80	81	81	80	81	81	81	80	80	80	80	80	7f	7f	80	80	80	80	80	80	81	80	7f	80	7f	7f	80	80	80	80	80	7f	7f	80	7f	80	81	80	80	80	80	80	7f	7f	80	81	81	81	81	80	7f	80	80	81	81	80	7f	80	80	7f	80	80	81	80	80	81	81	81	80	7f	80	80	80	80	81	7f	7d	7d	7f	81	81	81	80	80	80	81	81	80	80	7f	7f	80	80	81	80	81	80	80	80	80	80	80	80	80	81	81	80	81	81	80	7f	80	80	80	80	7f	7c	7b	7f	83	85	82	82	82	83	87	89	83	7a	76	7b	7e	80	81	81	81	80	81	81	80	81	81	80	80	80	7f	80	80	80	80	80	80	80	81	80	81	80	7f	80	80	7f	81	85	87	89	84	7d	78	77	7a	7c	
81	80	80	80	81	81	81	80	81	81	80	7f	7f	80	81	80	80	80	80	81	81	80	81	81	81	81	83	82	80	81	81	7f	7d	7e	7f	80	80	80	80	80	80	81	81	81	81	80	80	81	80	7f	7e	7f	81	80	80	81	80	80	81	80	80	80	80	80	7f	80	81	81	80	80	80	81	80	80	80	80	80	80	80	80	80	80	81	80	7f	80	80	80	81	80	81	81	81	80	80	7f	80	80	80	80	80	80	80	80	80	81	80	7f	80	80	80	80	80	80	80	80	80	7f	81	81	80	82	81	81	80	80	81	80	80	80	81	80	80	80	80	80	80	81	81	80	80	80	82	81	7f	7f	80	81	80	80	81	80	7f	80	81	81	80	80	7f	80	80	7e	7d	7f	80	81	82	81	81	80	82	81	80	80	7f	80	80	80	81	81	81	81	80	80	80	80	80	80	80	80	80	80	81	80	80	7f	7f	81	81	80	80	7e	7b	7c	81	84	83	82	81	82	85	87	87	80	77	77	7c	80	81	80	80	81	80	80	80	80	81	81	80	80	80	80	7f	80	81	81	80	80	80	80	81	80	80	80	80	81	85	89	88	84	7d	7a	7a	7b	7f	80	
81	80	80	81	81	80	80	80	81	81	80	80	7f	7f	80	80	80	81	81	80	81	80	80	81	81	80	81	81	81	81	80	7f	7d	7d	7f	80	80	81	81	80	80	81	82	81	81	80	7f	80	81	80	7f	7f	80	80	80	80	7f	80	81	80	81	81	81	81	80	80	81	80	80	80	80	81	80	80	80	80	80	80	80	80	81	81	80	80	80	80	81	80	80	80	80	81	80	80	81	80	80	80	81	80	80	80	80	80	80	81	80	81	80	80	81	80	80	80	81	81	7f	80	80	81	81	81	81	81	80	80	81	81	80	81	80	7f	7f	81	80	81	80	80	80	7f	7f	80	81	81	7f	7f	80	80	80	80	82	81	7f	80	81	81	80	7f	80	81	81	7f	7e	7e	7f	81	82	82	81	80	81	81	81	81	81	80	7f	80	81	81	81	81	81	80	80	80	80	80	80	80	80	80	81	80	80	80	7f	80	80	80	81	80	7d	7a	7d	83	85	83	82	81	83	85	88	86	7d	77	7a	7e	80	80	81	80	80	80	7f	80	81	81	80	7f	80	80	7f	80	81	80	80	80	80	80	80	80	80	80	82	84	89	88	83	7c	79	7c	7e	7e	81	82	
80	81	81	80	80	80	81	80	80	81	81	80	7f	7f	80	80	81	82	81	80	80	81	80	80	81	80	80	80	81	80	80	7f	7d	7d	7e	7f	80	81	81	80	80	81	81	81	81	7f	80	80	81	80	80	80	80	7f	80	80	80	81	81	81	81	81	81	81	80	7f	80	7f	80	80	80	80	80	80	80	80	81	80	80	80	81	81	80	80	81	80	81	81	81	81	80	80	80	81	81	80	80	80	80	81	80	80	80	81	80	80	81	81	81	81	80	80	80	81	81	81	80	7f	80	81	81	81	81	81	80	80	80	80	80	81	81	80	81	80	80	80	80	80	80	80	80	7f	80	81	80	80	81	80	80	7f	81	81	80	80	80	80	80	80	81	81	80	7f	7e	7d	7f	81	82	81	81	81	81	81	81	81	81	80	80	80	81	81	80	80	81	80	80	7f	81	81	82	80	80	80	81	80	80	80	7f	80	81	80	80	81	7e	7b	7a	7f	84	84	83	82	82	83	87	89	83	7a	77	7b	7f	7f	81	80	81	81	80	80	81	80	80	81	81	80	7f	80	81	80	7f	80	80	81	80	80	80	81	85	88	88	82	7a	77	79	7d	7f	80	80	81	
80	81	81	80	80	80	80	81	81	80	80	80	7f	7f	80	80	81	81	80	81	81	80	81	81	81	81	81	81	81	81	82	81	7d	7e	7f	80	80	80	81	80	80	80	81	81	81	80	81	80	80	7f	7f	80	81	81	81	80	80	80	80	81	80	80	80	80	80	7f	80	80	80	80	81	80	80	80	82	81	81	81	81	80	7f	80	81	80	80	81	81	81	81	81	81	81	81	80	80	80	80	80	80	80	81	81	80	81	80	80	80	81	80	81	81	81	80	81	81	81	7f	80	80	81	80	80	81	82	80	80	80	80	81	80	81	82	82	80	7f	7f	80	81	81	82	80	80	80	80	81	81	81	81	7f	80	81	81	81	80	81	82	80	81	81	80	80	7f	7f	7d	7e	7f	82	82	80	81	81	80	81	81	80	81	80	7f	81	81	81	80	80	81	80	7f	81	81	81	81	80	81	80	81	81	7f	80	81	81	80	80	80	7f	7e	7a	7d	82	84	84	82	82	82	85	88	87	7e	76	78	7d	7f	81	80	80	81	81	81	81	81	81	81	81	81	80	80	80	80	80	80	80	81	80	80	83	86	88	87	82	7a	77	7a	7f	7f	80	81	80	7f	
